Symbol,Series,Security Name,Band,Remarks
DCCL,SM,DAR CREDIT & CAPITAL LIMITED,20,"-"
DCG,SM,DCG CABLES & WIRES LIMITED,20,"-"
DCI,EQ,DC INFOTECH AND COMMUNICATION LIMITED,20,"-"
DCM,EQ,DCM  LIMITED,20,"-"
DCMFINSERV,EQ,DCM FINANCIAL SERVICES LIMITED,20,"GSM STAGE - 0"
DCMNVL,EQ,DCM NOUVELLE LIMITED,20,"-"
DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED,20,"-"
DCMSRIND,EQ,DCM SHRIRAM INDUSTRIES LIMITED,20,"-"
DCW,EQ,DCW LIMITED,20,"-"
DCXINDIA,EQ,DCX SYSTEMS LIMITED,20,"-"
DDEVPLSTIK,EQ,DDEV PLASTIKS INDUSTRIES LIMITED,20,"-"
DECCANCE,EQ,DECCAN CEMENTS LIMITED,20,"-"
DECCANTRAN,SM,DECCAN TRANSCON LEASING LIMITED,20,"-"
DEEDEV,EQ,DEE DEVELOPMENT ENGINEERS LIMITED,20,"-"
DEEM,SM,DEEM ROLL TECH LIMITED,20,"-"
DEEPAKFERT,EQ,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,20,"-"
DEEPAKNTR,EQ,DEEPAK NITRITE LIMITED,20,"-"
DEEPINDS,EQ,DEEP INDUSTRIES LIMITED,20,"-"
DELAPLEX,SM,DELAPLEX LIMITED,20,"-"
DELPHIFX,EQ,DELPHI WORLD MONEY LIMITED,20,"-"
DELTACORP,EQ,DELTA CORP LIMITED,20,"-"
DELTIC,SM,DELTA AUTOCORP LIMITED,20,"-"
DEN,EQ,DEN NETWORKS LIMITED,20,"-"
DENORA,EQ,DE NORA INDIA LIMITED,20,"-"
DENTA,EQ,DENTA WATER AND INFRA SOLUTIONS LIMITED,20,"-"
DENTALKART,SM,VASA DENTICITY LIMITED,20,"-"
DEVIT,EQ,DEV INFORMATION TECHNOLOGY LIMITED,20,"-"
DEVX,EQ,DEV ACCELERATOR LIMITED,20,"-"
DEVYANI,EQ,DEVYANI INTERNATIONAL LIMITED,20,"-"
DGCONTENT,EQ,DIGICONTENT LIMITED,20,"-"
DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LIMITED,20,"-"
DHANBANK,EQ,DHANLAXMI BANK LIMITED,20,"-"
DHANLAXMI,SM,DHANLAXMI CROP SCIENCE LIMITED,20,"-"
DHANUKA,EQ,DHANUKA AGRITECH LIMITED,20,"-"
DHARARAIL,SM,DHARA RAIL PROJECTS LIMITED,20,"-"
DHARMAJ,EQ,DHARMAJ CROP GUARD LIMITED,20,"-"
DHRUV,EQ,DHRUV CONSULTANCY SERVICES LIMITED,20,"-"
DHUNINV,EQ,DHUNSERI INVESTMENTS LIMITED,20,"-"
DIAMINESQ,EQ,DIAMINES & CHEMICALS LIMITED,20,"-"
DIAMONDYD,EQ,PRATAAP SNACKS LIMITED,20,"-"
DICIND,EQ,DIC INDIA LIMITED,20,"-"
DIFFNKG,EQ,DIFFUSION ENGINEERS LIMITED,20,"-"
DIGIDRIVE,EQ,DIGIDRIVE DISTRIBUTORS LIMITED,20,"-"
DIGIKORE,SM,DIGIKORE STUDIOS LIMITED,20,"-"
DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,20,"-"
DIGITIDE,EQ,DIGITIDE SOLUTIONS LIMITED,20,"-"
DISHTV,EQ,DISH TV INDIA LIMITED,20,"-"
DIVGIITTS,EQ,DIVGI TORQTRANSFER SYSTEMS LIMITED,20,"-"
DIVIDEND,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE 500 DIVIDEND LEADERS 50 ETF,20,"-"
DIVOPPBEES,EQ,NIPPON INDIA ETF NIFTY DIVIDEND OPPORTUNITIES 50,20,"-"
DJML,EQ,DJ MEDIAPRINT & LOGISTICS LIMITED,20,"-"
DKEGL,SM,D.K. ENTERPRISES GLOBAL LIMITED,20,"-"
DLINKINDIA,EQ,D-LINK (INDIA) LIMITED,20,"-"
DMCC,EQ,DMCC SPECIALITY CHEMICALS LIMITED,20,"-"
DNAMEDIA,EQ,DILIGENT MEDIA CORPORATION LIMITED,20,"-"
DODLA,EQ,DODLA DAIRY LIMITED,20,"-"
DOLATALGO,EQ,DOLAT ALGOTECH LIMITED,20,"-"
DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,20,"-"
DOLLEX,SM,DOLLEX AGROTECH LIMITED,20,"-"
DOLPHIN,EQ,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,20,"-"
DOMS,EQ,DOMS INDUSTRIES LIMITED,20,"-"
DONEAR,EQ,DONEAR INDUSTRIES LIMITED,20,"-"
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,20,"-"
DPSCLTD,EQ,DPSC LIMITED,20,"-"
DPWIRES,EQ,D P WIRES LIMITED,20,"-"
DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,20,"-"
DREAMFOLKS,EQ,DREAMFOLKS SERVICES LIMITED,20,"-"
DREDGECORP,EQ,DREDGING CORPORATION OF INDIA LIMITED,20,"-"
DSSL,EQ,DYNACONS SYSTEMS & SOLUTIONS LIMITED,20,"-"
DTIL,EQ,DHUNSERI TEA & INDUSTRIES LIMITED,20,"-"
DTL,SM,DIENSTEN TECH LIMITED,20,"-"
DUCOL,SM,DUCOL ORGANICS AND COLOURS LIMITED,20,"-"
DUCON,EQ,DUCON INFRATECHNOLOGIES LIMITED,20,"-"
DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED,20,"-"
DURLAX,SM,DURLAX TOP SURFACE LIMITED,20,"-"
DVL,EQ,DHUNSERI VENTURES LIMITED,20,"-"
DWARKESH,EQ,DWARIKESH SUGAR INDUSTRIES LIMITED,20,"-"
DYCL,EQ,DYNAMIC CABLES LIMITED,20,"-"
DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES LIMITED,20,"-"
DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED,20,"-"
E2ERAIL,SM,E TO E TRANSPORTATION INFRASTRUCTURE LIMITED,20,"-"
EASEMYTRIP,EQ,EASY TRIP PLANNERS LIMITED,20,"-"
EBANKNIFTY,EQ,EDELWEISS MUTUAL FUND - EDELWEISS NIFTY BANK ETF,20,"-"
EBBETF0430,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2030,20,"-"
EBBETF0431,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2031,20,"-"
EBBETF0433,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF-APRIL 2033,20,"-"
ECAPINSURE,EQ,EDELWEISS MUTUAL FUND - EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF,20,"-"
ECLERX,EQ,ECLERX SERVICES LIMITED,20,"-"
ECOLINE,SM,ECOLINE EXIM LIMITED,20,"-"
ECOSMOBLTY,EQ,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,20,"-"
EDELWEISS,EQ,EDELWEISS FINANCIAL SERVICES LIMITED,20,"-"
EEPL,SM,EPPELTONE ENGINEERS LIMITED,20,"-"
EFCIL,EQ,EFC (I) LIMITED,20,"-"
EFFWA,SM,EFFWA INFRA & RESEARCH LIMITED,20,"-"
EFORCE,SM,ELECTRO FORCE (INDIA) LIMITED,20,"-"
EGOLD,EQ,EDELWEISS MUTUAL FUND -EDELWEISS GOLD ETF,20,"-"
EIDPARRY,EQ,EID PARRY INDIA LIMITED,20,"-"
EIEL,EQ,ENVIRO INFRA ENGINEERS LIMITED,20,"-"
EIFFL,EQ,EURO INDIA FRESH FOODS LIMITED,20,"-"
EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LIMITED,20,"-"
EIHOTEL,EQ,EIH LIMITED,20,"-"
EIMCOELECO,EQ,EIMCO ELECON (INDIA) LIMITED,20,"-"
EKC,EQ,EVEREST KANTO CYLINDER LIMITED,20,"-"
ELDEHSG,EQ,ELDECO HOUSING AND INDUSTRIES LIMITED,20,"-"
ELECON,EQ,ELECON ENGINEERING COMPANY LIMITED,20,"-"
ELECTCAST,EQ,ELECTROSTEEL CASTINGS LIMITED,20,"-"
ELECTCAST,W1,ELECTROSTEEL CASTINGS LIMITED,20,"-"
ELECTHERM,EQ,ELECTROTHERM (INDIA) LIMITED,20,"-"
ELGIEQUIP,EQ,ELGI EQUIPMENTS LIMITED,20,"-"
ELGNZ,SM,ELEGANZ INTERIORS LIMITED,20,"-"
ELIN,EQ,ELIN ELECTRONICS LIMITED,20,"-"
ELM250,EQ,EDELWEISS MUTUAL FUND - EDELWEISS NIFTY LARGEMIDCAP 250 ETF,20,"-"
EMAMILTD,EQ,EMAMI LIMITED,20,"-"
EMAMIPAP,EQ,EMAMI PAPER MILLS LIMITED,20,"-"
EMAPARTNER,SM,EMA PARTNERS INDIA LIMITED,20,"-"
EMBASSY,RR,EMBASSY OFFICE PARKS REIT,20,"-"
EMIL,EQ,ELECTRONICS MART INDIA LIMITED,20,"-"
EMKAYTOOLS,SM,EMKAY TAPS AND CUTTING TOOLS LIMITED,20,"-"
EMMBI,EQ,EMMBI INDUSTRIES LIMITED,20,"-"
EMMIL,SM,ENERGY MISSION MACHINERIES (INDIA) LIMITED,20,"-"
EMSLIMITED,EQ,EMS LIMITED,20,"-"
EMUDHRA,EQ,EMUDHRA LIMITED,20,"-"
EMULTIMQ,EQ,EDELWEISS MF - EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF,20,"-"
ENCOMPAS,SM,ENCOMPASS DESIGN INDIA LIMITED,20,"-"
ENDURANCE,EQ,ENDURANCE TECHNOLOGIES LIMITED,20,"-"
ENERGY,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY ENERGY ETF,20,"-"
ENFUSE,SM,ENFUSE SOLUTIONS LIMITED,20,"-"
ENGINERSIN,EQ,ENGINEERS INDIA LIMITED,20,"-"
ENIFTY,EQ,EDELWEISS MUTUAL FUND - EDELWEISS NIFTY 50 ETF,20,"-"
ENIL,EQ,ENTERTAINMENT NETWORK (INDIA) LIMITED,20,"-"
ENRIN,EQ,SIEMENS ENERGY INDIA LIMITED,20,"-"
ENSER,SM,ENSER COMMUNICATIONS LIMITED,20,"-"
ENTERO,EQ,ENTERO HEALTHCARE SOLUTIONS LIMITED,20,"-"
ENVIRO,SM,ENVIROTECH SYSTEMS LIMITED,20,"-"
EPACK,EQ,EPACK DURABLE LIMITED,20,"-"
EPIGRAL,EQ,EPIGRAL LIMITED,20,"-"
EPL,EQ,EPL LIMITED,20,"-"
EPWINDIA,SM,EPW INDIA LIMITED,20,"-"
EQUAL200,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE 200 EQUAL WEIGHT ETF,20,"-"
EQUAL50,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY50 EQUAL WEIGHT ETF,20,"-"
EQUAL50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 EQUAL WEIGHT ETF,20,"-"
EQUITASBNK,EQ,EQUITAS SMALL FINANCE BANK LIMITED,20,"-"
ERIS,EQ,ERIS LIFESCIENCES LIMITED,20,"-"
ESABINDIA,EQ,ESAB INDIA LIMITED,20,"-"
ESAFSFB,EQ,ESAF SMALL FINANCE BANK LIMITED,20,"-"
ESCORTS,EQ,ESCORTS KUBOTA LIMITED,20,"-"
ESENSEX,EQ,EDELWEISS MUTUAL FUND - EDELWEISS BSE SENSEX ETF,20,"-"
ESG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,20,"-"
ESILVER,EQ,EDELWEISS MUTUAL FUND - EDELWEISS SILVER ETF,20,"-"
ESSARSHPNG,EQ,ESSAR SHIPPING LIMITED,20,"-"
ESSENTIA,EQ,INTEGRA ESSENTIA LIMITED,20,"-"
ESTER,EQ,ESTER INDUSTRIES LIMITED,20,"-"
ETHOSLTD,EQ,ETHOS LIMITED,20,"-"
ETL,SM,EMKAY TOOLS LIMITED,20,"-"
ETML,SM,EMERALD TYRE MANUFACTURERS LIMITED,20,"-"
EUREKAFORB,EQ,EUREKA FORBES LIMITED,20,"-"
EUROBOND,EQ,EURO PANEL PRODUCTS LIMITED,20,"-"
EUROPRATIK,EQ,EURO PRATIK SALES LIMITED,20,"-"
EVEREADY,EQ,EVEREADY INDUSTRIES INDIA LIMITED,20,"-"
EVERESTIND,EQ,EVEREST INDUSTRIES LIMITED,20,"-"
EVIETF,EQ,ICICI PRUDENTIAL MF-ICICI PRUDENTIAL NIFTY EV & NEW AGE AUTOMOTIVE ETF,20,"-"
EVINDIA,EQ,MIRAE ASSET MF - MIRAE ASSET NIFTY EV AND NEW AGE AUTOMOTIVE ETF,20,"-"
EXCELINDUS,EQ,EXCEL INDUSTRIES LIMITED,20,"-"
EXCELSOFT,EQ,EXCELSOFT TECHNOLOGIES LIMITED,20,"-"
EXICOM,EQ,EXICOM TELE-SYSTEMS LIMITED,20,"-"
EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED,20,"-"
FABTECH,EQ,FABTECH TECHNOLOGIES LIMITED,20,"-"
FACT,EQ,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,20,"-"
FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,20,"-"
FAZE3Q,EQ,FAZE THREE LIMITED,20,"-"
FCL,EQ,FINEOTEX CHEMICAL LIMITED,20,"-"
FCSSOFT,EQ,FCS SOFTWARE SOLUTIONS LIMITED,20,"-"
FDC,EQ,FDC LIMITED,20,"-"
FEDFINA,EQ,FEDBANK FINANCIAL SERVICES LIMITED,20,"-"
FELIX,SM,FELIX INDUSTRIES LIMITED,20,"-"
FIBERWEB,EQ,FIBERWEB (INDIA) LIMITED,20,"-"
FIDEL,SM,FIDEL SOFTECH LIMITED,20,"-"
FIEMIND,EQ,FIEM INDUSTRIES LIMITED,20,"-"
FILATEX,EQ,FILATEX INDIA LIMITED,20,"-"
FILATFASH,EQ,FILATEX FASHIONS LIMITED,20,"-"
FINBUD,SM,FINBUD FINANCIAL SERVICES LIMITED,20,"-"
FINCABLES,EQ,FINOLEX CABLES LIMITED,20,"-"
FINEORG,EQ,FINE ORGANIC INDUSTRIES LIMITED,20,"-"
FINIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRU NIFTY FIN SER EX-BANK ETF,20,"-"
FINKURVE,EQ,FINKURVE FINANCIAL SERVICES LIMITED,20,"-"
FINOPB,EQ,FINO PAYMENTS BANK LIMITED,20,"-"
FINPIPE,EQ,FINOLEX INDUSTRIES LIMITED,20,"-"
FIRSTCRY,EQ,BRAINBEES SOLUTIONS LIMITED,20,"-"
FIVESTAR,EQ,FIVE-STAR BUSINESS FINANCE LIMITED,20,"-"
FLEXIADD,EQ,DSP MUTUAL FUND - DSP NIFTY500 FLEXICAP QUALITY 30 ETF,20,"-"
FLUOROCHEM,EQ,GUJARAT FLUOROCHEMICALS LIMITED,20,"-"
FMCGIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY FMCG ETF,20,"-"
FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,20,"-"
FOCUS,EQ,FOCUS LIGHTING AND FIXTURES LIMITED,20,"-"
FOODSIN,EQ,FOODS & INNS LIMITED,20,"-"
FORCAS,SM,FORCAS STUDIO LIMITED,20,"-"
FORCEMOT,EQ,FORCE MOTORS LTD,20,"-"
FOSECOIND,EQ,FOSECO INDIA LIMITED,20,"-"
FRESHARA,SM,FRESHARA AGRO EXPORTS LIMITED,20,"-"
FROG,SM,FROG INNOVATIONS LIMITED,20,"-"
FSL,EQ,FIRSTSOURCE SOLUTIONS LIMITED,20,"-"
FUSION,EQ,FUSION FINANCE LIMITED,20,"-"
FWSTC,SM,FLYWINGS SIMULATOR TRAINING CENTRE LIMITED,20,"-"
GABRIEL,EQ,GABRIEL INDIA LIMITED,20,"-"
GAEL,EQ,GUJARAT AMBUJA EXPORTS LIMITED,20,"-"
GAJANAND,SM,GAJANAND INTERNATIONAL LIMITED,20,"-"
GALAPREC,EQ,GALA PRECISION ENGINEERING LIMITED,20,"-"
GALAXYSURF,EQ,GALAXY SURFACTANTS LIMITED,20,"-"
GALLANTT,EQ,GALLANTT ISPAT LIMITED,20,"-"
GANDHAR,EQ,GANDHAR OIL REFINERY (INDIA) LIMITED,20,"-"
GANDHITUBE,EQ,GANDHI SPECIAL TUBES LIMITED,20,"-"
GANECOS,EQ,GANESHA ECOSPHERE LIMITED,20,"-"
GANESHBE,EQ,GANESH BENZOPLAST LIMITED,20,"-"
GANESHCP,EQ,GANESH CONSUMER PRODUCTS LIMITED,20,"-"
GANESHHOU,EQ,GANESH HOUSING LIMITED,20,"-"
GANGABATH,SM,GANGA BATH FITTINGS LIMITED,20,"-"
GANGAFORGE,EQ,GANGA FORGING LIMITED,20,"-"
GANGESSECU,EQ,GANGES SECURITIES LIMITED,20,"-"
GARFIBRES,EQ,GARWARE TECHNICAL FIBRES LIMITED,20,"-"
GARUDA,EQ,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,20,"-"
GATEWAY,EQ,GATEWAY DISTRIPARKS LIMITED,20,"-"
GEECEE,EQ,GEECEE VENTURES LIMITED,20,"-"
GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED,20,"-"
GEMAROMA,EQ,GEM AROMATICS LIMITED,20,"-"
GENCON,EQ,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,20,"-"
GENESYS,EQ,GENESYS INTERNATIONAL CORPORATION LIMITED,20,"-"
GENUSPAPER,EQ,GENUS PAPER & BOARDS LIMITED,20,"-"
GENUSPOWER,EQ,GENUS POWER INFRASTRUCTURES LIMITED,20,"-"
GEOJITFSL,EQ,GEOJIT FINANCIAL SERVICES LIMITED,20,"-"
GESHIP,EQ,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20,"-"
GFLLIMITED,EQ,GFL LIMITED,20,"-"
GGBL,SM,GANESH GREEN BHARAT LIMITED,20,"-"
GHCL,EQ,GHCL LIMITED,20,"-"
GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED,20,"-"
GICHSGFIN,EQ,GIC HOUSING FINANCE LIMITED,20,"-"
GICRE,EQ,GENERAL INSURANCE CORPORATION OF INDIA,20,"-"
GILLANDERS,EQ,GILLANDERS ARBUTHNOT & COMPANY LIMITED,20,"-"
GILLETTE,EQ,GILLETTE INDIA LIMITED,20,"-"
GINNIFILA,EQ,GINNI FILAMENTS LIMITED,20,"-"
GIPCL,EQ,GUJARAT INDUSTRIES POWER COMPANY LIMITED,20,"-"
GKSL,EQ,GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,20,"-"
GKWLIMITED,EQ,GKW LIMITED,20,"-"
GLAND,EQ,GLAND PHARMA LIMITED,20,"-"
GLAXO,EQ,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,20,"-"
GLOBALE,EQ,GLOBALE TESSILE LIMITED,20,"-"
GLOBALPET,SM,GLOBAL PET INDUSTRIES LIMITED,20,"-"
GLOBALVECT,EQ,GLOBAL VECTRA HELICORP LIMITED,20,"-"
GLOBE,EQ,GLOBE ENTERPRISES (INDIA) LIMITED,20,"-"
GLOBECIVIL,EQ,GLOBE CIVIL PROJECTS LIMITED,20,"-"
GLOBUSSPR,EQ,GLOBUS SPIRITS LIMITED,20,"-"
GLOSTERLTD,EQ,GLOSTER LIMITED,20,"-"
GLOTTIS,EQ,GLOTTIS LIMITED,20,"-"
GMDCLTD,EQ,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,20,"-"
GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED,20,"-"
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,20,"-"
GNA,EQ,GNA AXLES LIMITED,20,"-"
GNFC,EQ,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,20,"-"
GOACARBON,EQ,GOA CARBON LIMITED,20,"-"
GOCLCORP,EQ,GOCL CORPORATION LIMITED,20,"-"
GOCOLORS,EQ,GO FASHION (INDIA) LIMITED,20,"-"
GODAVARIB,EQ,GODAVARI BIOREFINERIES LIMITED,20,"-"
GODFRYPHLP,EQ,GODFREY PHILLIPS INDIA LIMITED,20,"-"
GODIGIT,EQ,GO DIGIT GENERAL INSURANCE LIMITED,20,"-"
GODREJAGRO,EQ,GODREJ AGROVET LIMITED,20,"-"
GODREJIND,EQ,GODREJ INDUSTRIES LIMITED,20,"-"
GOKEX,EQ,GOKALDAS EXPORTS LIMITED,20,"-"
GOKUL,EQ,GOKUL REFOILS AND SOLVENT LIMITED,20,"-"
GOKULAGRO,EQ,GOKUL AGRO RESOURCES LIMITED,20,"-"
GOLD1,EQ,KOTAK MUTUAL FUND - GOLD EXCHANGE TRADED FUND,20,"-"
GOLD360,EQ,360 ONE MUTUAL FUND - 360 ONE GOLD ETF,20,"-"
GOLDADD,EQ,DSP MUTUAL FUND - DSP GOLD ETF,20,"-"
GOLDBEES,EQ,NIPPON INDIA ETF GOLD BEES,20,"-"
GOLDBETA,EQ,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,20,"-"
GOLDBND,EQ,BANDHAN MUTUAL FUND - BANDHAN GOLD ETF,20,"-"
GOLDCASE,EQ,ZERODHA FUND HOUSE - ZERODHA GOLD ETF,20,"-"
GOLDETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET GOLD ETF,20,"-"
GOLDIAM,EQ,GOLDIAM INTERNATIONAL LIMITED,20,"-"
GOLDIETF,EQ,ICICI PRUDENTIAL GOLD ETF,20,"-"
GOLDTECH,EQ,AION-TECH SOLUTIONS LIMITED,20,"-"
GOODLUCK,EQ,GOODLUCK INDIA LIMITED,20,"-"
GOYALSALT,SM,GOYAL SALT LIMITED,20,"-"
GPECO,SM,GP ECO SOLUTIONS INDIA LIMITED,20,"-"
GPIL,EQ,GODAWARI POWER AND ISPAT LIMITED,20,"-"
GPPL,EQ,GUJARAT PIPAVAV PORT LIMITED,20,"-"
GPTHEALTH,EQ,GPT HEALTHCARE LIMITED,20,"-"
GPTINFRA,EQ,GPT INFRAPROJECTS LIMITED,20,"-"
GRANULES,EQ,GRANULES INDIA LIMITED,20,"-"
GRAPHITE,EQ,GRAPHITE INDIA LIMITED,20,"-"
GRAVITA,EQ,GRAVITA INDIA LIMITED,20,"-"
GREAVESCOT,EQ,GREAVES COTTON LIMITED,20,"-"
GREENCHEF,SM,GREENCHEF APPLIANCES LIMITED,20,"-"
GREENLAM,EQ,GREENLAM INDUSTRIES LIMITED,20,"-"
GREENLEAF,SM,GREENLEAF ENVIROTECH LIMITED,20,"-"
GREENPANEL,EQ,GREENPANEL INDUSTRIES LIMITED,20,"-"
GREENPLY,EQ,GREENPLY INDUSTRIES LIMITED,20,"-"
GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,20,"-"
GRINDWELL,EQ,GRINDWELL NORTON LIMITED,20,"-"
GRINFRA,EQ,G R INFRAPROJECTS LIMITED,20,"-"
GRMOVER,EQ,GRM OVERSEAS LIMITED,20,"-"
GROBTEA,EQ,THE GROB TEA COMPANY LIMITED,20,"-"
GROWW,EQ,BILLIONBRAINS GARAGE VENTURES LIMITED,20,"-"
GROWWCAPM,EQ,GROWW MUTUAL FUND - GROWW NIFTY CAPITAL MARKETS ETF,20,"-"
GROWWCHEM,EQ,GROWW MUTUAL FUND - GROWW NIFTY CHEMICALS ETF,20,"-"
GROWWDEFNC,EQ,GROWW MUTUAL FUND - GROWW NIFTY INDIA DEFENCE ETF,20,"-"
GROWWEV,EQ,GROWW MUTUAL FUND - GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,20,"-"
GROWWGOLD,EQ,GROWW MUTUAL FUND - GROWW GOLD ETF,20,"-"
GROWWLOVOL,EQ,GROWW MUTUAL FUND - GROWW NIFTY 500 LOW VOLATILITY 50 ETF,20,"-"
GROWWMC150,EQ,GROWW MUTUAL FUND - GROWW NIFTY MIDCAP 150 ETF,20,"-"
GROWWMETAL,EQ,GROWW MUTUAL FUND - GROWW NIFTY METAL ETF,20,"-"
GROWWMOM50,EQ,GROWW MUTUAL FUND - GROWW NIFTY 500 MOMENTUM 50 ETF,20,"-"
GROWWN200,EQ,GROWW MUTUAL FUND - GROWW NIFTY 200 ETF,20,"-"
GROWWNET,EQ,GROWW MUTUAL FUND - GROWW NIFTY INDIA INTERNET ETF,20,"-"
GROWWNIFTY,EQ,GROWW MUTUAL FUND - GROWW NIFTY 50 ETF,20,"-"
GROWWNXT50,EQ,GROWW MUTUAL FUND - GROWW NIFTY NEXT 50 ETF,20,"-"
GROWWPOWER,EQ,GROWW MUTUAL FUND - GROWW BSE POWER ETF,20,"-"
GROWWRAIL,EQ,GROWW MUTUAL FUND - GROWW NIFTY INDIA RAILWAYS PSU ETF,20,"-"
GROWWRLTY,EQ,GROWW MUTUAL FUND - GROWW NIFTY REALTY ETF,20,"-"
GROWWSC250,EQ,GROWW MUTUAL FUND - GROWW NIFTY SMALLCAP 250 ETF,20,"-"
GROWWSLVR,EQ,GROWW MUTUAL FUND - GROWW SILVER ETF,20,"-"
GRPLTD,EQ,GRP LIMITED,20,"-"
GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,20,"-"
GRWRHITECH,EQ,GARWARE HI-TECH FILMS LIMITED,20,"-"
GSEC10ABSL,EQ,ADITYABIRLASUNLIFEMF - ADITYA BIRLA SUN LIFE CRISIL 10 YEAR GILT ETF,20,"-"
GSFC,EQ,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,20,"-"
GSPL,EQ,GUJARAT STATE PETRONET LIMITED,20,"-"
GSS,EQ,GSS INFOTECH LIMITED,20,"-"
GTECJAINX,EQ,G-TEC JAINX EDUCATION LIMITED,20,"GSM STAGE - 0"
GTL,EQ,GTL LIMITED,20,"GSM STAGE - 0"
GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,20,"-"
GTPL,EQ,GTPL HATHWAY LIMITED,20,"-"
GUFICBIO,EQ,GUFIC BIOSCIENCES LIMITED,20,"-"
GUJALKALI,EQ,GUJARAT ALKALIES AND CHEMICALS LIMITED,20,"-"
GUJAPOLLO,EQ,GUJARAT APOLLO INDUSTRIES LIMITED,20,"-"
GUJGASLTD,EQ,GUJARAT GAS LIMITED,20,"-"
GUJTHEM,EQ,GUJARAT THEMIS BIOSYN LIMITED,20,"-"
GULFOILLUB,EQ,GULF OIL LUBRICANTS INDIA LIMITED,20,"-"
GULFPETRO,EQ,GP PETROLEUMS LIMITED,20,"-"
GULPOLY,EQ,GULSHAN POLYOLS LIMITED,20,"-"
GVPIL,EQ,GE POWER INDIA LIMITED,20,"-"
GVPTECH,EQ,GVP INFOTECH LIMITED,20,"-"
GVPTECHPP,E1,GVP INFOTECH LIMITED,20,"-"
GVT&D,EQ,GE VERNOVA T&D INDIA LIMITED,20,"-"
HAPPSTMNDS,EQ,HAPPIEST MINDS TECHNOLOGIES LIMITED,20,"-"
HARIOMPIPE,EQ,HARIOM PIPE INDUSTRIES LIMITED,20,"-"
HARRMALAYA,EQ,HARRISONS  MALAYALAM LIMITED,20,"-"
HARSHA,EQ,HARSHA ENGINEERS INTERNATIONAL LIMITED,20,"-"
HATHWAY,EQ,HATHWAY CABLE & DATACOM LIMITED,20,"-"
HATSUN,EQ,HATSUN AGRO PRODUCT LIMITED,20,"-"
HAVISHA,EQ,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,20,"-"
HBLENGINE,EQ,HBL ENGINEERING LIMITED,20,"-"
HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,20,"-"
